District,Soil_Type,Crop_Name,N_kg_ha,P2O5_kg_ha,K2O_kg_ha,Zn_kg_ha,S_kg_ha,Recommended_pH,Turbidity_NTU,Water_Temp_C,Weather,Fertilizer
Satara,Alluvial,Vegetables,200.1,97.4,150.1,7.4,23.8,6.4,12.7,32.5,Winter,Complex Fertilizer
Yavatmal,Red,Cotton,41.0,106.1,60.4,4.0,19.9,5.3,10.0,30.9,Monsoon,DAP
Bhandara,Black,Chickpea,39.1,80.0,56.9,3.5,25.4,7.4,8.2,28.9,Winter,Superphosphate
Jalgaon,Black,Cotton,100.3,64.5,43.3,4.1,23.3,7.1,9.5,25.5,Monsoon,Complex Fertilizer
Pune,Red,Vegetables,116.8,94.5,81.7,4.4,34.3,6.3,5.3,28.3,Winter,Ammonium Sulphate
Nandurbar,Red,Cotton,133.3,60.3,75.1,3.6,24.4,7.2,11.8,25.9,Post-Monsoon,NPK 19:19:19
Parbhani,Black,Soybean,39.0,64.0,52.6,6.3,31.3,8.2,10.6,35.5,Post-Monsoon,DAP
Sindhudurg,Laterite,Rice,127.9,81.9,65.6,4.0,21.2,5.6,7.1,25.0,Humid,DAP
Jalgaon,Red,Cotton,284.4,150.4,369.6,8.4,36.4,6.5,7.3,36.7,Monsoon,DAP
Nashik,Alluvial,Vegetables,154.7,57.4,51.8,2.9,15.7,7.4,4.9,35.0,Winter,Superphosphate
Pune,Black,Sugarcane,173.1,89.5,226.3,6.5,23.8,7.7,3.8,36.9,Moderate Rainfall,DAP
Nagpur,Clay,Chickpea,115.7,49.2,48.0,2.9,20.5,7.9,10.6,34.3,Winter,NPK 19:19:19
Osmanabad,Sandy,Bajra,67.2,35.1,43.0,4.5,9.0,6.4,11.0,26.3,Dry,Complex Fertilizer
Beed,Black,Sorghum,116.8,40.0,64.8,5.0,19.4,7.6,13.7,29.2,Summer,Complex Fertilizer
Solapur,Black,Sorghum,98.1,45.3,45.9,6.0,17.1,8.2,9.5,29.2,Post-Monsoon,DAP
Sindhudurg,Laterite,Coconut,605.0,356.7,1342.9,13.4,30.5,5.8,8.0,30.7,Monsoon,Superphosphate
Ratnagiri,Laterite,Mango,123.9,84.5,61.4,4.8,12.1,5.2,6.4,25.0,Monsoon,NPK 12:32:16
Akola,Black,Sorghum,31.0,64.6,55.7,5.0,16.3,7.1,7.2,32.7,Monsoon,DAP
Dhule,Alluvial,Maize,86.8,47.7,57.7,3.5,21.6,7.7,4.1,30.3,Monsoon,Urea
Solapur,Sandy,Vegetables,141.9,73.5,66.1,3.8,21.8,5.8,6.0,30.9,Post-Monsoon,NPK 12:32:16
Mumbai Suburban,Red,Rice,101.2,59.9,60.6,4.2,11.6,6.9,3.6,28.7,Heavy Rainfall,NPK 12:32:16
Beed,Red,Cotton,113.9,61.5,63.0,4.8,18.1,5.3,19.2,38.0,Post-Monsoon,NPK 19:19:19
Sindhudurg,Sandy,Coconut,923.3,430.4,1188.6,10.3,24.5,7.1,5.2,27.5,Monsoon,NPK 12:32:16
Nashik,Alluvial,Wheat,126.9,43.0,55.6,4.4,22.2,7.2,4.1,27.7,Moderate Rainfall,Urea
Nagpur,Black,Cotton,152.1,50.6,59.0,5.0,28.0,7.1,9.3,28.8,Monsoon,NPK 19:19:19
Washim,Red,Cotton,127.1,77.7,49.5,3.4,16.0,6.7,5.3,29.6,Monsoon,NPK 19:19:19
Palghar,Laterite,Rice,139.9,68.2,68.9,4.7,21.6,5.2,4.0,27.6,Heavy Rainfall,Urea
Yavatmal,Clay,Cotton,109.3,42.8,54.2,3.4,16.5,7.8,4.4,31.3,Moderate Rainfall,Complex Fertilizer
Pune,Red,Soybean,114.9,65.2,81.7,4.4,18.2,5.6,5.9,25.9,Post-Monsoon,DAP
Sindhudurg,Red,Vegetables,110.9,55.0,50.3,6.4,16.6,6.5,6.7,33.5,Post-Monsoon,DAP
Nandurbar,Black,Cotton,97.7,59.2,57.0,2.6,16.1,7.2,11.0,32.3,Post-Monsoon,Urea
Osmanabad,Black,Sorghum,94.4,36.9,43.8,2.8,18.6,8.0,12.2,34.6,Semi-Arid,Organic Compost
Jalna,Red,Cotton,126.5,75.6,77.5,3.8,15.4,6.1,7.5,31.1,Semi-Arid,Urea
Raigad,Laterite,Vegetables,753.9,546.1,1510.3,9.5,43.3,5.6,5.5,26.0,Post-Monsoon,DAP
Thane,Laterite,Vegetables,155.8,65.2,67.4,3.3,17.7,6.4,6.6,28.1,Post-Monsoon,Urea
Chandrapur,Black,Soybean,153.9,45.9,42.8,3.3,20.1,7.4,4.0,29.4,Moderate Rainfall,DAP
Amravati,Red,Soybean,33.6,60.6,45.2,4.8,17.9,5.8,5.0,26.2,Monsoon,Superphosphate
Thane,Sandy,Coconut,728.0,449.4,1571.8,7.8,26.3,6.1,5.7,25.9,Humid,DAP
Nagpur,Black,Wheat,67.1,33.2,65.4,6.4,24.0,7.6,2.7,25.0,Moderate Rainfall,NPK 19:19:19
Mumbai City,Red,Vegetables,149.4,57.5,55.1,2.8,15.9,5.9,4.8,29.6,Post-Monsoon,NPK 12:32:16
Gondia,Black,Chickpea,29.0,72.2,51.6,4.0,17.6,7.3,13.3,28.3,Winter,Superphosphate
Nanded,Black,Sorghum,89.1,47.7,51.6,5.9,10.2,7.5,18.9,33.7,Dry,Vermicompost
Jalgaon,Alluvial,Wheat,145.4,50.2,69.3,3.6,18.0,6.4,10.7,26.7,Post-Monsoon,NPK 12:32:16
Jalgaon,Red,Cotton,158.8,67.0,45.5,5.7,24.5,5.5,7.0,28.4,Post-Monsoon,Complex Fertilizer
Bhandara,Clay,Cotton,112.4,52.5,47.4,4.4,17.2,6.8,9.0,32.0,Post-Monsoon,NPK 12:32:16
Yavatmal,Clay,Cotton,128.9,54.5,40.6,4.6,20.9,6.8,5.5,28.5,Post-Monsoon,DAP
Mumbai City,Sandy,Vegetables,152.5,89.3,75.1,3.7,18.9,7.2,2.5,25.4,Humid,Organic Compost
Nashik,Black,Cotton,118.5,59.7,152.7,9.1,28.9,8.2,5.0,31.5,Moderate Rainfall,Organic Compost
Jalgaon,Red,Cotton,127.4,60.7,41.3,5.7,26.0,5.4,8.4,31.7,Post-Monsoon,Complex Fertilizer
Buldhana,Black,Cotton,92.4,41.3,68.4,2.7,25.2,8.0,5.9,32.3,Post-Monsoon,DAP
Chandrapur,Black,Chickpea,124.0,66.5,74.5,2.7,18.9,8.5,3.6,29.1,Winter,Urea
Ratnagiri,Sandy,Vegetables,107.9,66.9,59.4,4.5,12.1,5.8,2.7,25.0,Post-Monsoon,NPK 12:32:16
Nanded,Black,Cotton,118.1,41.7,63.6,3.7,17.8,7.6,20.4,37.5,Post-Monsoon,NPK 19:19:19
Latur,Black,Safflower,68.3,43.5,52.2,3.8,10.5,7.3,8.6,34.9,Dry,Ammonium Sulphate
Washim,Black,Chickpea,31.0,49.9,60.2,2.6,19.8,8.0,7.9,30.5,Winter,Superphosphate
Parbhani,Black,Sunflower,77.0,47.2,58.7,3.7,18.4,8.1,18.2,31.3,Dry,Organic Compost
Yavatmal,Black,Cotton,102.4,47.4,59.0,2.8,23.8,7.3,6.8,34.4,Monsoon,Complex Fertilizer
Parbhani,Black,Sorghum,86.6,44.7,45.2,4.6,22.3,7.5,10.0,37.6,Semi-Arid,Ammonium Sulphate
Palghar,Sandy,Coconut,622.4,373.7,1521.2,6.3,35.9,6.8,5.1,33.5,Monsoon,Urea
Chandrapur,Clay,Soybean,94.9,59.6,69.7,3.4,9.1,8.0,4.4,28.4,Moderate Rainfall,Urea
Gadchiroli,Clay,Rice,104.2,49.2,56.5,3.4,16.3,6.5,11.0,26.5,Monsoon,DAP
Yavatmal,Red,Soybean,98.2,69.4,42.0,4.8,25.0,5.5,6.3,33.3,Post-Monsoon,Urea
Nagpur,Clay,Soybean,32.6,87.9,49.7,3.7,26.1,7.6,11.5,33.6,Monsoon,DAP
Ahmednagar,Clay,Wheat,111.7,51.9,56.6,4.4,17.4,7.9,11.7,33.9,Winter,Urea
Solapur,Red,Cotton,144.6,62.2,48.0,2.9,20.8,6.2,8.9,32.1,Moderate Rainfall,NPK 19:19:19
Nagpur,Black,Chickpea,140.6,62.0,51.3,3.6,23.9,7.8,10.2,30.8,Winter,NPK 19:19:19
Mumbai Suburban,Red,Mango,140.4,70.4,55.6,3.0,15.9,5.4,7.8,31.0,Monsoon,DAP
Jalna,Black,Sorghum,100.4,38.7,40.4,3.8,10.1,7.2,17.8,27.8,Semi-Arid,Organic Compost
Beed,Red,Cotton,134.7,71.2,61.3,3.0,19.3,6.6,17.9,36.8,Semi-Arid,DAP
Chandrapur,Black,Cotton,136.1,43.8,60.1,3.1,25.3,7.3,9.1,31.5,Monsoon,DAP
Akola,Red,Soybean,137.2,74.4,43.7,4.5,24.5,7.0,2.8,32.2,Post-Monsoon,DAP
Mumbai Suburban,Laterite,Vegetables,183.1,94.0,63.7,3.7,8.6,5.1,5.1,25.0,Post-Monsoon,DAP
Aurangabad,Black,Sunflower,88.4,43.9,58.5,2.7,17.9,7.2,12.8,31.5,Summer,Urea
Jalna,Black,Sorghum,73.5,48.5,41.5,5.9,13.5,7.8,15.5,31.5,Dry,Vermicompost
Aurangabad,Red,Cotton,119.9,59.4,56.0,5.1,24.0,5.6,16.7,38.0,Semi-Arid,Complex Fertilizer
Amravati,Red,Soybean,27.9,66.3,30.7,4.7,20.0,7.1,5.2,28.7,Moderate Rainfall,Ammonium Sulphate
Gondia,Red,Rice,128.8,58.0,56.4,5.8,12.1,5.6,9.7,32.5,Monsoon,NPK 12:32:16
Yavatmal,Red,Soybean,133.1,74.4,38.0,6.2,21.5,5.5,10.8,29.4,Moderate Rainfall,DAP
Satara,Black,Grapes,193.9,114.1,255.2,5.0,27.8,6.8,10.8,29.6,Winter,Urea
Washim,Clay,Rice,147.6,46.4,39.9,4.0,19.1,7.8,9.1,28.9,Monsoon,DAP
Nashik,Black,Wheat,126.7,78.3,83.2,3.5,29.6,7.1,5.9,32.1,Winter,DAP
Raigad,Red,Vegetables,113.3,66.2,60.1,3.9,18.5,7.0,2.2,30.2,Heavy Rainfall,Urea
Buldhana,Black,Sorghum,79.7,42.7,60.5,2.4,26.1,7.8,6.6,35.6,Post-Monsoon,DAP
Gondia,Clay,Soybean,124.8,61.4,47.1,4.3,21.6,6.9,5.8,32.5,Post-Monsoon,DAP
Nagpur,Clay,Wheat,107.0,41.9,38.5,2.8,23.2,7.3,10.1,33.2,Winter,NPK 19:19:19
Nanded,Alluvial,Cotton,30.5,64.0,49.6,3.6,15.8,6.9,12.1,38.0,Post-Monsoon,NPK 12:32:16
Akola,Black,Chickpea,134.9,60.5,64.7,3.2,15.5,8.5,12.1,28.4,Winter,Urea
Thane,Red,Rice,121.0,66.0,47.2,5.2,15.4,6.8,5.3,28.9,Heavy Rainfall,DAP
Akola,Clay,Cotton,127.5,51.5,54.2,3.7,21.8,7.5,8.3,36.0,Moderate Rainfall,Urea
Nagpur,Clay,Chickpea,105.3,55.9,50.3,3.3,18.3,6.9,5.0,30.8,Post-Monsoon,Complex Fertilizer
Jalgaon,Alluvial,Vegetables,132.4,46.0,55.7,3.2,14.8,6.7,12.8,33.7,Winter,DAP
Palghar,Red,Vegetables,94.0,52.8,51.0,3.7,14.5,6.4,5.9,32.6,Post-Monsoon,DAP
Osmanabad,Black,Sunflower,77.2,38.3,59.4,2.4,18.4,6.9,18.2,38.0,Dry,NPK 12:32:16
Latur,Sandy,Bajra,73.2,42.0,46.2,3.7,14.4,6.4,17.2,34.3,Semi-Arid,DAP
Nashik,Black,Chickpea,94.1,59.9,113.4,7.1,20.8,8.4,3.1,32.0,Post-Monsoon,NPK 19:19:19
Chandrapur,Red,Maize,137.5,74.0,60.0,4.2,10.2,7.0,11.5,28.9,Monsoon,Urea
Akola,Clay,Cotton,134.7,54.5,48.3,4.0,17.1,7.2,10.1,33.6,Moderate Rainfall,Urea
Gondia,Clay,Chickpea,120.3,58.4,62.8,3.6,20.3,7.3,6.5,34.1,Winter,DAP
Pune,Black,Grapes,167.0,83.0,202.3,6.9,26.0,7.2,13.7,27.0,Winter,NPK 19:19:19
Sangli,Black,Grapes,241.2,130.5,205.7,8.5,36.3,7.4,8.0,25.2,Winter,Urea
Hingoli,Red,Cotton,138.0,48.6,50.2,3.9,17.0,5.8,17.4,31.5,Semi-Arid,DAP
Sindhudurg,Laterite,Vegetables,159.4,77.2,81.0,4.6,19.1,5.5,8.1,27.4,Humid,DAP
Jalna,Red,Cotton,110.2,55.3,74.7,4.2,19.3,6.5,7.7,34.7,Semi-Arid,Urea
Kolhapur,Alluvial,Sugarcane,270.9,80.6,201.0,9.0,42.6,7.0,5.3,30.4,Moderate Rainfall,Urea
Gondia,Red,Rice,141.8,61.5,71.4,5.1,9.9,5.7,12.0,29.4,Monsoon,NPK 12:32:16
Ratnagiri,Red,Rice,126.8,68.5,61.5,3.4,24.5,6.2,5.7,29.2,Monsoon,Urea
Ratnagiri,Sandy,Coconut,767.3,347.9,1911.3,12.6,30.3,6.6,2.6,32.7,Humid,Urea
Akola,Black,Chickpea,134.6,63.2,61.3,2.8,20.8,8.5,11.9,27.5,Winter,Urea
Latur,Red,Cotton,39.6,99.2,47.0,3.4,17.7,6.2,10.8,35.1,Semi-Arid,NPK 12:32:16
Akola,Clay,Wheat,154.2,50.8,56.5,3.6,22.8,7.6,9.2,36.4,Moderate Rainfall,Urea
Solapur,Red,Cotton,162.1,45.6,50.5,3.4,19.5,6.9,10.7,30.1,Post-Monsoon,NPK 19:19:19
Washim,Black,Cotton,98.8,51.2,50.0,3.9,18.4,8.4,7.2,27.6,Post-Monsoon,DAP
Ratnagiri,Sandy,Coconut,777.8,442.9,1673.3,12.5,30.5,6.8,2.5,27.9,Humid,Urea
Kolhapur,Black,Grapes,196.9,90.9,205.6,8.8,30.5,7.1,5.6,25.8,Winter,Complex Fertilizer
Nanded,Black,Soybean,122.0,47.9,72.9,3.7,13.7,7.2,22.7,35.4,Post-Monsoon,NPK 19:19:19
Washim,Clay,Cotton,145.9,34.1,44.4,3.9,19.7,7.6,10.4,32.7,Monsoon,DAP
Dhule,Alluvial,Cotton,142.0,50.8,40.8,3.5,17.4,7.5,3.8,29.0,Post-Monsoon,NPK 19:19:19
Ahmednagar,Black,Chickpea,127.1,47.0,64.5,3.8,19.6,7.8,10.0,37.3,Winter,Urea
Nagpur,Black,Cotton,89.7,47.2,72.2,4.9,28.3,7.0,11.8,30.2,Post-Monsoon,Urea
Palghar,Laterite,Rice,135.1,70.9,64.2,3.4,16.8,5.0,4.6,28.8,Monsoon,Urea
Thane,Sandy,Vegetables,155.1,53.8,80.9,4.7,17.1,6.6,3.1,30.6,Post-Monsoon,NPK 12:32:16
Ratnagiri,Laterite,Rice,142.0,72.9,65.4,4.8,9.8,5.5,6.6,29.1,Humid,NPK 12:32:16
Buldhana,Red,Cotton,146.7,73.5,57.7,4.7,19.4,6.9,5.1,35.9,Moderate Rainfall,Urea
Palghar,Sandy,Coconut,832.4,367.8,1697.5,7.0,42.3,6.7,4.6,30.3,Monsoon,Urea
Nashik,Alluvial,Wheat,177.3,83.7,57.4,3.0,15.4,6.9,6.3,31.6,Winter,Superphosphate
Mumbai Suburban,Sandy,Vegetables,111.6,75.2,101.5,3.3,30.8,6.6,6.9,25.5,Humid,NPK 12:32:16
Bhandara,Red,Soybean,112.6,60.3,65.4,3.9,16.7,6.0,9.5,27.7,Post-Monsoon,DAP
Mumbai Suburban,Red,Vegetables,124.9,72.0,50.7,4.3,10.7,7.0,4.4,27.4,Heavy Rainfall,NPK 12:32:16
Solapur,Black,Wheat,83.2,50.8,61.5,5.1,19.6,8.4,9.9,36.3,Moderate Rainfall,DAP
Buldhana,Red,Maize,136.8,56.6,51.3,4.1,17.1,5.8,10.1,33.6,Monsoon,NPK 19:19:19
Hingoli,Black,Soybean,112.7,53.1,58.3,6.7,13.5,7.5,16.8,38.0,Post-Monsoon,Complex Fertilizer
Yavatmal,Red,Maize,36.7,98.5,67.6,4.2,25.5,5.5,7.9,25.5,Monsoon,DAP
Jalgaon,Black,Cotton,99.4,38.5,69.2,5.1,20.0,8.4,6.8,32.1,Post-Monsoon,Complex Fertilizer
Buldhana,Clay,Chickpea,34.7,83.6,61.4,4.2,18.3,7.8,10.1,34.2,Winter,DAP
Parbhani,Red,Cotton,127.3,63.7,72.9,4.1,25.0,6.6,20.6,38.0,Semi-Arid,Urea
Chandrapur,Clay,Chickpea,105.3,49.6,64.4,6.0,16.5,7.2,3.0,32.7,Post-Monsoon,DAP
Sangli,Red,Vegetables,100.5,62.2,53.2,3.4,16.5,5.9,10.4,27.2,Winter,Urea
Satara,Red,Cotton,152.1,76.2,44.6,7.2,17.3,5.3,6.6,33.4,Post-Monsoon,NPK 12:32:16
Aurangabad,Black,Chickpea,89.2,53.1,53.7,3.9,11.5,7.6,14.5,28.9,Semi-Arid,Ammonium Sulphate
Nashik,Alluvial,Sugarcane,102.8,42.4,60.7,3.9,21.0,7.2,4.3,27.6,Moderate Rainfall,Urea
Nandurbar,Black,Cotton,95.6,54.5,50.9,2.5,20.0,7.3,12.1,32.1,Post-Monsoon,Urea
Nanded,Black,Cotton,131.1,47.4,80.8,4.0,15.4,7.9,20.2,35.0,Post-Monsoon,NPK 19:19:19
Hingoli,Black,Cotton,143.8,45.5,53.5,6.2,15.5,7.3,15.3,34.3,Post-Monsoon,Complex Fertilizer
Solapur,Sandy,Vegetables,120.0,72.5,69.1,4.4,20.1,6.9,9.3,32.7,Winter,NPK 12:32:16
Latur,Black,Sorghum,89.5,47.5,56.1,3.5,11.9,7.1,6.5,33.4,Dry,Ammonium Sulphate
Chandrapur,Clay,Cotton,98.3,59.5,70.2,3.4,11.3,7.6,5.2,29.9,Moderate Rainfall,Urea
Yavatmal,Black,Wheat,132.8,52.2,49.3,4.9,21.2,8.5,10.9,32.9,Moderate Rainfall,DAP
Wardha,Black,Chickpea,65.1,38.9,47.2,3.7,15.2,7.6,8.7,30.4,Winter,NPK 12:32:16
Raigad,Laterite,Rice,130.7,64.7,77.2,3.8,8.7,5.8,4.6,25.7,Monsoon,Urea
Bhandara,Black,Wheat,105.5,46.5,65.6,4.5,15.2,7.6,11.5,27.6,Post-Monsoon,Urea
Nanded,Red,Cotton,47.5,81.2,55.8,3.7,23.6,5.6,10.9,36.8,Semi-Arid,DAP
Latur,Red,Cotton,33.4,72.2,45.4,3.1,21.1,6.6,10.0,33.6,Semi-Arid,NPK 12:32:16
Akola,Red,Soybean,43.3,104.3,43.2,3.5,19.1,6.7,12.4,25.6,Moderate Rainfall,NPK 12:32:16
Aurangabad,Black,Cotton,75.3,38.6,36.6,3.6,11.5,7.7,15.4,28.8,Semi-Arid,Ammonium Sulphate
Solapur,Sandy,Vegetables,134.4,67.1,67.5,5.1,19.4,6.6,9.0,35.6,Winter,NPK 12:32:16
Thane,Red,Rice,92.8,56.9,57.0,4.8,19.3,6.7,6.6,28.9,Heavy Rainfall,DAP
Gadchiroli,Clay,Cotton,137.6,58.3,57.2,3.1,17.8,6.8,11.2,26.7,Monsoon,DAP
Jalgaon,Alluvial,Wheat,133.8,42.0,56.2,3.4,20.8,6.6,8.3,29.2,Post-Monsoon,NPK 12:32:16
Sindhudurg,Laterite,Coconut,717.7,405.2,1516.8,13.5,36.2,6.2,6.2,32.2,Monsoon,Superphosphate
Nagpur,Clay,Chickpea,135.6,49.7,44.1,3.3,21.8,7.2,10.7,31.4,Winter,NPK 19:19:19
Bhandara,Clay,Wheat,93.0,68.7,58.0,4.1,19.4,7.3,8.3,30.8,Moderate Rainfall,NPK 12:32:16
Mumbai Suburban,Laterite,Rice,120.8,74.8,77.7,5.5,14.1,6.2,4.5,29.4,Heavy Rainfall,NPK 12:32:16
Jalna,Black,Sunflower,105.2,37.1,48.4,3.4,17.8,8.1,16.4,31.6,Summer,DAP
Satara,Alluvial,Cotton,221.7,86.7,173.2,11.2,30.2,6.2,5.7,27.5,Moderate Rainfall,NPK 19:19:19
Palghar,Sandy,Vegetables,185.9,88.0,115.7,3.7,32.2,6.1,4.0,27.1,Post-Monsoon,NPK 12:32:16
Nandurbar,Alluvial,Wheat,104.5,46.0,53.5,2.8,14.5,6.8,9.9,27.5,Winter,Urea
Aurangabad,Black,Sorghum,78.0,33.1,52.2,3.9,13.5,8.2,16.0,38.0,Dry,MOP
Yavatmal,Black,Cotton,123.2,58.0,56.1,4.1,22.8,8.0,9.5,31.7,Moderate Rainfall,DAP
Dhule,Black,Cotton,110.4,45.8,60.7,6.0,19.4,7.6,9.8,33.5,Post-Monsoon,Complex Fertilizer
Mumbai Suburban,Sandy,Coconut,109.1,78.7,111.7,4.0,24.2,6.5,5.0,30.0,Humid,NPK 12:32:16
Yavatmal,Clay,Cotton,145.7,42.1,43.5,4.4,24.3,7.0,5.8,25.0,Post-Monsoon,DAP
Nagpur,Red,Cotton,106.9,64.1,67.0,2.8,26.1,5.1,9.2,29.9,Post-Monsoon,DAP
Ratnagiri,Sandy,Coconut,637.6,384.5,1466.3,12.6,29.8,6.5,7.4,30.3,Monsoon,Ammonium Sulphate
Sangli,Red,Vegetables,104.9,55.2,43.4,4.2,20.4,5.7,12.0,30.5,Winter,Urea
Jalgaon,Black,Cotton,114.0,69.0,44.6,4.3,23.0,7.4,7.8,27.4,Monsoon,Complex Fertilizer
Satara,Alluvial,Sugarcane,229.1,62.0,152.4,10.0,33.2,6.3,5.1,28.4,Moderate Rainfall,NPK 19:19:19
Jalgaon,Black,Sorghum,112.5,61.6,61.4,4.1,19.1,7.5,8.3,25.0,Monsoon,Complex Fertilizer
Palghar,Laterite,Mango,115.8,83.5,61.9,3.3,20.6,5.4,3.4,29.0,Monsoon,Urea
Bhandara,Clay,Cotton,130.4,50.0,64.5,4.7,17.8,7.2,10.7,28.1,Moderate Rainfall,NPK 12:32:16
Nandurbar,Black,Sorghum,107.8,60.4,63.5,2.5,15.6,7.0,9.9,31.0,Post-Monsoon,Urea
Thane,Red,Rice,116.1,56.4,42.0,5.1,18.9,6.4,6.6,25.8,Heavy Rainfall,DAP
Palghar,Red,Vegetables,116.2,51.2,66.0,3.6,14.7,6.5,6.1,30.8,Post-Monsoon,DAP
Osmanabad,Black,Sorghum,87.8,44.9,51.6,2.8,18.1,8.3,12.3,34.4,Semi-Arid,Organic Compost
Mumbai City,Red,Rice,114.4,51.5,56.3,4.7,10.1,7.4,2.4,31.9,Humid,DAP
Mumbai City,Red,Mango,100.6,48.0,64.3,6.0,13.0,6.5,7.4,27.2,Monsoon,NPK 12:32:16
Ratnagiri,Red,Mango,167.7,93.5,161.3,9.2,21.4,5.3,3.4,27.6,Heavy Rainfall,Vermicompost
Latur,Sandy,Bajra,100.7,32.1,49.1,4.3,12.5,6.4,21.4,37.5,Semi-Arid,DAP
Chandrapur,Clay,Chickpea,91.3,58.0,58.5,6.0,18.2,6.9,3.4,30.7,Post-Monsoon,DAP
Satara,Black,Cotton,236.2,78.8,199.7,6.0,33.6,8.3,6.2,30.0,Post-Monsoon,Complex Fertilizer
Wardha,Clay,Soybean,133.2,40.3,61.2,4.6,16.2,7.7,5.8,29.8,Monsoon,DAP
Wardha,Clay,Soybean,102.0,42.8,49.7,3.0,24.4,7.2,5.0,27.5,Moderate Rainfall,NPK 19:19:19
Solapur,Black,Onion,85.1,50.5,56.7,5.1,11.6,7.7,4.0,25.7,Winter,DAP
Parbhani,Black,Sorghum,74.4,50.3,58.3,3.8,21.7,8.1,8.1,33.5,Semi-Arid,Ammonium Sulphate
Ratnagiri,Sandy,Vegetables,143.5,61.4,58.9,4.0,10.7,5.8,3.1,27.1,Post-Monsoon,NPK 12:32:16
Raigad,Laterite,Vegetables,675.4,617.7,1536.0,8.7,49.6,5.3,4.9,28.7,Post-Monsoon,DAP
Ratnagiri,Red,Rice,248.6,140.1,145.6,12.1,23.2,7.1,2.9,29.8,Humid,Ammonium Sulphate
Beed,Black,Cotton,109.5,58.4,55.2,3.0,19.8,7.4,9.9,35.7,Semi-Arid,NPK 19:19:19
Amravati,Clay,Soybean,36.3,54.6,35.4,2.9,24.8,6.2,9.6,25.8,Monsoon,NPK 12:32:16
Nagpur,Black,Chickpea,115.3,63.9,73.9,5.3,24.4,7.1,11.7,34.1,Post-Monsoon,Urea
Mumbai City,Red,Mango,107.6,54.2,53.3,5.2,12.9,6.1,6.1,28.6,Monsoon,NPK 12:32:16
Thane,Laterite,Vegetables,141.0,64.0,65.1,2.9,14.1,6.7,8.2,30.5,Post-Monsoon,Urea
Beed,Red,Cotton,130.9,72.0,70.3,4.2,18.1,5.9,22.5,35.7,Post-Monsoon,NPK 19:19:19
Aurangabad,Black,Sorghum,75.1,45.9,48.7,2.9,21.6,7.4,11.3,34.7,Summer,Urea
Aurangabad,Red,Cotton,160.9,71.0,67.7,4.3,30.6,5.6,14.8,37.6,Semi-Arid,Complex Fertilizer
Ahmednagar,Red,Cotton,151.6,81.7,46.6,6.3,24.3,5.4,8.9,30.3,Post-Monsoon,Complex Fertilizer
Ahmednagar,Clay,Chickpea,231.0,104.0,157.2,7.4,43.1,8.1,3.1,31.9,Post-Monsoon,Urea
Chandrapur,Red,Soybean,106.5,72.8,57.0,5.1,13.8,5.6,6.4,31.1,Moderate Rainfall,NPK 12:32:16
Mumbai Suburban,Red,Rice,142.5,59.9,58.1,3.2,19.0,5.5,5.9,33.8,Monsoon,DAP
Satara,Red,Vegetables,132.2,65.2,56.7,7.9,24.0,6.1,9.1,30.9,Winter,Urea
Solapur,Black,Onion,65.6,51.1,58.9,4.8,14.1,7.2,4.4,26.2,Winter,DAP
Parbhani,Black,Sorghum,77.2,43.7,39.8,3.0,22.9,7.6,9.9,35.6,Summer,Urea
Osmanabad,Red,Soybean,114.1,78.9,42.7,3.4,17.4,6.5,11.7,31.1,Post-Monsoon,Urea
Gondia,Red,Cotton,104.3,53.3,46.3,3.5,14.9,6.7,6.0,25.4,Moderate Rainfall,Urea
Ratnagiri,Red,Vegetables,125.1,77.1,167.0,10.2,38.0,6.2,4.9,28.8,Post-Monsoon,Organic Compost
Gadchiroli,Black,Wheat,38.4,67.5,50.0,3.0,24.7,8.1,9.7,31.1,Moderate Rainfall,NPK 12:32:16
Thane,Sandy,Vegetables,549.6,482.8,1524.4,9.1,25.4,6.7,6.0,28.2,Humid,DAP
Gondia,Black,Soybean,98.1,56.5,49.8,5.6,25.7,8.1,11.7,35.2,Monsoon,Urea
Yavatmal,Black,Chickpea,94.1,50.6,47.2,2.9,23.5,8.4,10.1,31.9,Winter,Complex Fertilizer
Beed,Red,Soybean,115.4,61.1,76.8,5.1,17.9,5.6,16.9,37.9,Post-Monsoon,NPK 19:19:19
Nandurbar,Black,Sorghum,126.1,51.1,74.1,4.1,22.6,7.5,4.1,31.5,Monsoon,NPK 19:19:19
Nagpur,Clay,Soybean,40.2,67.4,42.6,4.3,22.3,7.8,10.3,32.3,Monsoon,DAP
Jalgaon,Alluvial,Vegetables,149.0,46.5,53.9,3.4,16.5,6.9,13.6,31.6,Winter,DAP
Sangli,Black,Cotton,185.2,121.3,164.8,6.7,23.7,7.5,11.0,35.4,Moderate Rainfall,Complex Fertilizer
Latur,Black,Sorghum,83.2,43.8,45.9,2.8,12.8,8.5,10.0,32.7,Post-Monsoon,Superphosphate
Sindhudurg,Sandy,Vegetables,483.9,329.3,1499.7,16.5,35.5,7.3,6.5,29.6,Post-Monsoon,Superphosphate
Gondia,Black,Chickpea,34.1,83.8,57.8,3.7,18.6,6.6,10.9,25.9,Winter,Superphosphate
Mumbai Suburban,Red,Vegetables,136.2,63.7,54.5,3.4,9.3,6.6,5.6,31.1,Post-Monsoon,Urea
Nandurbar,Black,Cotton,102.2,61.9,50.8,2.6,16.2,7.2,11.8,31.7,Post-Monsoon,Urea
