District,Soil_Type,Crop_Name,N_kg_ha,P2O5_kg_ha,K2O_kg_ha,Zn_kg_ha,S_kg_ha,Recommended_pH,Turbidity_NTU,Water_Temp_C,Weather,Fertilizer
Chandrapur,Red,Pigeon Pea,29.5,61.9,38.1,3.73,17.0,6.5,5.7,30.6,Post-Monsoon,Organic Compost
Latur,Red,Bajra,76.6,30.4,32.2,3.35,14.5,6.9,7.1,30.0,Post-Monsoon,Urea
Nagpur,Black,Wheat,104.4,54.1,55.9,3.41,24.8,7.7,7.3,31.2,Winter,DAP
Osmanabad,Sandy,Bajra,78.7,34.8,38.5,4.55,15.0,7.0,9.1,34.9,Post-Monsoon,MOP
Mumbai Suburban,Red,Rice,139.4,60.8,54.2,4.06,13.1,6.6,4.1,30.7,Heavy Rainfall,Urea
Chandrapur,Black,Soybean,33.0,60.1,49.5,3.48,18.1,8.0,3.2,34.0,Post-Monsoon,DAP
Amravati,Black,Cotton,123.8,59.0,61.4,3.67,19.9,7.7,5.6,34.9,Post-Monsoon,Urea
Ahmednagar,Red,Wheat,109.6,62.3,67.6,2.73,17.8,6.7,3.3,34.5,Winter,NPK 12:32:16
Beed,Red,Cotton,127.6,50.9,61.7,3.08,18.2,6.8,9.8,28.1,Post-Monsoon,Urea
Akola,Black,Soybean,31.4,71.7,48.9,5.05,21.8,7.7,4.7,34.2,Monsoon,Superphosphate
Beed,Black,Sorghum,71.4,46.5,55.4,3.48,15.2,8.2,10.3,28.8,Semi-Arid,Ammonium Sulphate
Jalna,Black,Pulses,22.3,48.8,26.7,3.1,23.5,7.7,8.1,32.9,Post-Monsoon,Superphosphate
Parbhani,Sandy,Cotton,117.9,55.6,59.6,3.77,23.0,6.1,9.2,35.1,Post-Monsoon,NPK 19:19:19
Nagpur,Clay,Pigeon Pea,30.6,55.9,36.8,3.61,17.7,7.1,11.5,30.5,Post-Monsoon,MOP
Raigad,Laterite,Mango,154.6,86.9,197.7,9.75,28.2,5.0,5.0,29.1,Heavy Rainfall,NPK 12:32:16
Nandurbar,Black,Maize,101.2,78.7,59.0,8.42,25.6,7.3,8.1,31.6,Moderate Rainfall,MOP
Satara,Red,Sugarcane,321.3,151.2,165.7,7.4,41.3,6.5,8.1,32.6,Pre-Monsoon,Urea
Ratnagiri,Sandy,Rice,142.3,57.5,65.1,4.6,13.6,7.4,3.4,25.6,Monsoon,NPK 12:32:16
Parbhani,Black,Bajra,55.5,40.1,38.4,5.45,13.6,7.6,10.1,33.6,Post-Monsoon,Urea
Buldhana,Clay,Soybean,35.7,79.1,52.0,3.77,18.7,7.7,11.6,33.8,Winter,DAP
Wardha,Black,Cotton,134.8,46.7,57.9,4.27,15.9,7.9,4.8,28.6,Winter,DAP
Washim,Black,Pomegranate,70.3,56.5,106.0,5.63,26.2,7.6,7.8,28.9,Monsoon,Vermicompost
Solapur,Black,Wheat,109.7,52.7,59.8,4.99,20.6,8.2,11.9,32.7,Post-Monsoon,DAP
Buldhana,Clay,Wheat,97.0,53.2,55.8,4.49,22.6,7.1,11.9,30.1,Moderate Rainfall,NPK 12:32:16
Nanded,Black,Cotton,99.6,44.1,48.8,3.95,28.3,8.1,18.9,34.5,Post-Monsoon,NPK 19:19:19
Nanded,Alluvial,Sorghum,85.6,41.8,43.8,4.46,10.4,7.5,10.2,29.5,Summer,Vermicompost
Thane,Red,Finger Millet,62.4,47.2,36.2,3.08,12.4,6.3,5.3,26.3,Monsoon,Urea
Yavatmal,Black,Cotton,106.1,45.8,66.6,3.2,17.9,8.1,3.2,28.6,Monsoon,Urea
Solapur,Black,Wheat,100.0,47.4,58.0,4.49,19.3,7.7,8.4,29.3,Post-Monsoon,DAP
Amravati,Black,Wheat,108.6,58.1,61.3,5.09,19.3,7.8,11.7,28.5,Winter,NPK 12:32:16
Dhule,Black,Sorghum,79.5,45.1,52.4,5.39,19.7,7.9,4.4,27.4,Moderate Rainfall,Organic Compost
Nanded,Black,Sorghum,90.7,37.5,47.7,3.23,19.5,7.3,8.9,30.6,Dry,Vermicompost
Palghar,Laterite,Vegetables,179.2,102.6,119.5,4.55,29.9,6.3,3.3,25.6,Post-Monsoon,DAP
Jalgaon,Red,Cotton,110.0,66.4,50.6,5.45,20.4,6.4,3.1,28.3,Post-Monsoon,Complex Fertilizer
Jalgaon,Black,Banana,229.3,106.6,277.5,7.96,28.0,8.4,4.3,33.3,Moderate Rainfall,Complex Fertilizer
Solapur,Black,Chickpea,21.8,45.9,30.6,4.69,15.4,7.5,7.0,29.5,Moderate Rainfall,Complex Fertilizer
Nandurbar,Black,Maize,109.8,67.8,54.3,3.96,26.2,8.1,9.3,28.1,Moderate Rainfall,Organic Compost
Wardha,Clay,Cotton,161.5,52.7,57.6,4.62,16.5,6.7,6.4,34.9,Winter,DAP
Nandurbar,Black,Cotton,135.3,47.7,55.8,3.82,18.5,8.5,11.0,33.6,Post-Monsoon,NPK 19:19:19
Raigad,Red,Rice,106.0,66.0,50.2,4.92,16.5,6.4,7.7,27.1,Heavy Rainfall,Urea
Chandrapur,Black,Pigeon Pea,23.3,48.8,26.7,3.61,20.4,8.4,3.0,27.5,Moderate Rainfall,Vermicompost
Yavatmal,Black,Wheat,97.3,53.8,57.6,3.42,16.2,7.1,7.2,32.9,Winter,NPK 12:32:16
Nanded,Black,Soybean,28.5,70.2,46.9,4.72,23.0,7.9,14.1,34.8,Dry,Superphosphate
Hingoli,Black,Pigeon Pea,24.3,60.7,33.2,2.8,16.5,7.1,13.5,32.2,Semi-Arid,Organic Compost
Buldhana,Black,Cotton,129.8,48.8,45.5,3.86,16.1,7.7,9.4,26.6,Moderate Rainfall,Complex Fertilizer
Kolhapur,Black,Groundnut,45.4,62.0,64.8,5.61,22.5,7.9,6.7,27.0,Winter,Vermicompost
Solapur,Black,Chickpea,19.5,42.5,30.6,3.49,16.6,8.4,4.2,29.8,Winter,Complex Fertilizer
Pune,Black,Sugarcane,260.2,83.1,182.7,6.21,42.2,8.3,7.2,29.8,Moderate Rainfall,DAP
Satara,Black,Wheat,97.5,52.3,66.3,5.34,16.7,7.6,7.0,32.0,Moderate Rainfall,Urea
Satara,Black,Sugarcane,240.8,111.1,200.1,5.64,28.5,7.2,3.3,27.0,Post-Monsoon,NPK 19:19:19
Solapur,Red,Wheat,116.2,58.7,65.4,3.1,18.4,6.3,4.9,34.9,Post-Monsoon,NPK 12:32:16
Nandurbar,Alluvial,Cotton,125.1,37.1,51.4,4.48,19.1,6.9,4.0,27.6,Moderate Rainfall,Complex Fertilizer
Sindhudurg,Laterite,Coconut,713.3,527.6,1549.0,16.73,47.5,5.0,5.2,26.5,Humid,Ammonium Sulphate
Akola,Black,Cotton,87.5,57.0,50.6,4.21,18.9,8.5,6.8,30.5,Monsoon,Complex Fertilizer
Pune,Red,Sugarcane,324.6,101.6,220.5,5.58,25.6,7.0,5.1,31.6,Moderate Rainfall,Urea
Mumbai Suburban,Laterite,Rice,134.4,72.7,68.0,3.2,14.1,5.3,4.0,30.2,Monsoon,NPK 12:32:16
Parbhani,Red,Cotton,117.8,48.3,44.0,2.79,24.0,6.2,19.5,30.7,Summer,NPK 19:19:19
Ahmednagar,Red,Sugarcane,273.6,138.2,198.4,7.18,24.9,5.8,8.2,31.9,Winter,Complex Fertilizer
Beed,Sandy,Pigeon Pea,31.2,60.5,35.9,5.37,20.0,7.3,8.4,37.4,Summer,Organic Compost
Nandurbar,Black,Cotton,121.2,54.4,48.4,5.58,23.5,7.2,11.4,26.3,Moderate Rainfall,Urea
Pune,Alluvial,Sugarcane,295.1,82.2,166.9,10.98,34.7,7.4,5.8,28.9,Post-Monsoon,DAP
Beed,Red,Sorghum,92.9,50.6,44.5,4.76,18.6,5.7,8.2,35.6,Post-Monsoon,MOP
Nanded,Black,Rice,97.6,51.8,55.4,3.88,15.7,7.6,13.1,28.2,Semi-Arid,DAP
Aurangabad,Black,Soybean,30.7,85.7,54.1,3.27,22.0,7.1,14.3,31.2,Semi-Arid,Superphosphate
Chandrapur,Black,Wheat,100.7,56.5,60.6,3.91,18.9,7.7,8.5,32.4,Winter,Urea
Mumbai City,Red,Rice,102.8,74.6,64.3,3.96,13.1,6.1,4.7,26.3,Humid,DAP
Latur,Red,Cotton,125.1,66.9,46.8,5.05,22.4,6.6,8.5,33.5,Summer,NPK 19:19:19
Bhandara,Black,Rice,96.9,59.6,58.8,3.35,19.3,7.0,7.5,34.3,Winter,NPK 12:32:16
Osmanabad,Black,Bajra,63.1,33.4,39.9,3.42,12.9,8.1,14.2,37.2,Summer,NPK 12:32:16
Nandurbar,Red,Wheat,129.2,57.3,61.4,2.98,23.7,6.2,7.3,32.6,Post-Monsoon,Urea
Solapur,Black,Sorghum,81.8,44.7,45.7,3.1,15.8,8.3,4.3,26.8,Post-Monsoon,Complex Fertilizer
Mumbai Suburban,Sandy,Rice,129.9,57.6,59.8,3.94,10.3,6.4,7.2,31.2,Monsoon,Urea
Nagpur,Black,Soybean,33.4,75.7,48.2,4.16,24.5,7.8,7.0,30.9,Post-Monsoon,Superphosphate
Mumbai City,Laterite,Rice,126.4,79.0,71.1,5.21,13.0,6.2,3.3,26.0,Humid,NPK 12:32:16
Parbhani,Red,Sorghum,95.1,49.0,46.1,5.1,11.2,6.1,10.1,31.4,Dry,MOP
Ahmednagar,Black,Wheat,100.6,50.6,63.4,3.09,22.3,7.3,3.6,34.2,Winter,DAP
Nandurbar,Red,Maize,158.6,98.1,58.3,6.72,18.8,5.7,10.1,30.2,Winter,Superphosphate
Ratnagiri,Laterite,Rice,157.8,82.8,68.6,5.35,13.2,5.1,3.3,31.7,Humid,DAP
Nashik,Black,Grapes,110.4,65.6,150.5,6.48,23.8,7.7,7.0,30.9,Winter,Complex Fertilizer
Mumbai City,Sandy,Rice,125.5,59.0,69.8,4.86,21.8,6.3,2.8,27.5,Heavy Rainfall,NPK 12:32:16
Yavatmal,Black,Cotton,126.9,57.3,45.0,2.92,25.5,8.3,6.1,34.6,Post-Monsoon,Urea
Nashik,Black,Onion,121.8,75.4,96.7,4.91,28.6,7.1,4.0,28.6,Winter,Urea
Amravati,Black,Pigeon Pea,24.1,52.8,34.1,3.22,15.4,8.5,5.5,27.7,Monsoon,MOP
Thane,Red,Rice,110.3,69.6,62.4,3.69,15.5,6.2,2.4,25.3,Monsoon,DAP
Mumbai Suburban,Red,Rice,120.9,66.6,58.1,4.4,16.2,6.8,6.3,31.8,Monsoon,NPK 12:32:16
Parbhani,Black,Sorghum,83.8,44.6,54.0,3.79,15.0,8.4,13.0,37.6,Summer,Urea
Mumbai City,Red,Rice,122.0,73.4,57.5,4.12,13.6,6.8,6.6,28.1,Monsoon,NPK 12:32:16
Thane,Laterite,Rice,120.8,67.8,66.4,3.13,14.9,5.6,6.5,31.1,Heavy Rainfall,NPK 12:32:16
Raigad,Sandy,Rice,145.9,54.7,66.0,5.01,12.8,6.1,3.9,31.9,Humid,Urea
Mumbai City,Sandy,Rice,122.4,56.8,62.0,4.6,14.1,6.1,3.1,25.1,Post-Monsoon,NPK 12:32:16
Osmanabad,Red,Sorghum,115.9,46.1,52.6,3.2,15.8,5.9,14.2,36.6,Post-Monsoon,Urea
Satara,Black,Sugarcane,226.1,101.5,183.5,8.58,42.2,7.5,5.4,26.5,Pre-Monsoon,Complex Fertilizer
Osmanabad,Black,Sorghum,73.4,47.9,54.2,2.96,15.5,7.5,8.9,31.9,Summer,NPK 12:32:16
Gondia,Black,Wheat,104.3,55.7,60.4,4.36,24.4,7.1,6.2,26.6,Monsoon,DAP
Ahmednagar,Red,Sorghum,97.4,56.6,49.5,4.57,20.6,6.1,9.3,27.7,Post-Monsoon,Ammonium Sulphate
Latur,Red,Bajra,83.5,44.3,40.2,5.31,11.5,5.6,10.0,31.5,Semi-Arid,Organic Compost
Gondia,Red,Rice,119.8,63.4,58.8,3.36,18.3,6.6,11.4,31.3,Monsoon,NPK 12:32:16
Jalna,Black,Cotton,109.0,44.3,61.7,4.8,24.5,7.9,17.6,37.9,Summer,DAP
Buldhana,Black,Cotton,95.4,56.1,56.0,4.25,15.4,8.4,4.1,28.3,Winter,DAP
Gondia,Black,Rice,98.7,52.7,64.5,5.35,20.8,7.2,7.1,32.3,Post-Monsoon,DAP
Nanded,Black,Soybean,29.9,77.9,56.3,3.73,18.2,7.3,10.8,34.5,Post-Monsoon,DAP
Nanded,Alluvial,Cotton,141.4,50.6,38.4,3.83,17.4,7.3,17.0,37.7,Semi-Arid,Urea
Jalna,Black,Bajra,77.2,32.1,39.5,4.72,11.4,8.4,17.9,30.2,Summer,Urea
Pune,Alluvial,Sugarcane,200.8,109.4,183.1,7.09,30.7,6.6,8.8,33.2,Post-Monsoon,Complex Fertilizer
Buldhana,Black,Cotton,134.4,56.4,59.4,5.49,18.6,7.2,11.0,33.3,Winter,NPK 19:19:19
Sangli,Alluvial,Turmeric,119.5,73.8,80.4,2.61,29.6,6.9,5.9,26.1,Post-Monsoon,Urea
Thane,Laterite,Rice,140.3,76.2,63.7,2.63,11.5,5.6,6.2,26.4,Heavy Rainfall,DAP
Gadchiroli,Clay,Wheat,110.4,47.0,58.8,4.26,16.0,7.0,7.6,30.5,Winter,DAP
Ahmednagar,Black,Wheat,94.3,54.8,63.2,2.74,22.8,8.3,4.9,27.6,Post-Monsoon,Urea
Washim,Black,Cotton,105.7,51.8,43.1,2.41,17.7,7.8,5.9,27.9,Moderate Rainfall,Complex Fertilizer
Osmanabad,Black,Cotton,119.7,64.6,43.6,3.05,23.8,8.2,20.0,29.3,Dry,NPK 19:19:19
Mumbai Suburban,Red,Rice,107.0,65.0,61.9,2.79,19.0,5.6,5.9,29.6,Monsoon,NPK 12:32:16
Latur,Black,Cotton,88.4,51.3,68.9,3.48,17.8,8.4,12.4,34.0,Post-Monsoon,DAP
Ratnagiri,Laterite,Mango,155.9,132.3,190.3,11.22,24.9,5.5,2.3,29.1,Heavy Rainfall,DAP
Nashik,Black,Onion,123.9,76.2,100.0,3.29,24.0,7.5,3.3,32.0,Post-Monsoon,MOP
Kolhapur,Black,Sugarcane,277.8,119.7,166.4,5.88,44.7,7.1,11.4,31.9,Pre-Monsoon,DAP
Beed,Sandy,Sorghum,99.2,47.9,57.0,4.96,12.0,6.7,12.5,28.8,Summer,Organic Compost
Pune,Alluvial,Grapes,118.0,49.3,159.4,7.27,28.3,7.1,7.8,33.0,Post-Monsoon,NPK 19:19:19
Osmanabad,Black,Cotton,111.4,57.5,70.4,5.25,16.8,7.3,19.7,37.0,Summer,Complex Fertilizer
Chandrapur,Red,Cotton,156.3,57.0,60.0,4.56,23.8,6.2,5.7,26.6,Post-Monsoon,Complex Fertilizer
Mumbai Suburban,Sandy,Rice,125.4,58.2,69.9,3.65,19.5,6.3,6.1,27.3,Monsoon,NPK 12:32:16
Chandrapur,Black,Pigeon Pea,24.9,52.9,29.8,4.04,19.6,7.9,11.9,28.2,Post-Monsoon,Organic Compost
Nashik,Alluvial,Grapes,105.4,54.2,106.2,4.84,20.3,6.5,8.1,31.2,Post-Monsoon,Organic Compost
Yavatmal,Black,Cotton,92.1,47.9,58.4,4.25,25.9,8.5,9.0,34.5,Monsoon,Urea
Aurangabad,Black,Bajra,67.6,34.5,37.7,5.01,12.0,8.3,17.8,29.7,Summer,Superphosphate
Dhule,Black,Sugarcane,194.4,99.5,220.1,5.33,35.6,7.5,5.3,27.3,Winter,NPK 19:19:19
Gadchiroli,Black,Rice,102.5,54.7,69.3,2.55,13.5,8.3,4.3,30.2,Monsoon,DAP
Thane,Laterite,Rice,148.5,78.0,66.6,3.81,19.1,5.6,2.2,28.3,Monsoon,DAP
Pune,Black,Wheat,95.0,55.5,59.6,4.47,20.1,7.3,4.9,32.1,Moderate Rainfall,DAP
Yavatmal,Clay,Soybean,35.4,64.9,40.4,4.83,15.3,6.8,6.5,27.8,Winter,Superphosphate
Yavatmal,Black,Wheat,107.9,47.3,61.2,4.08,22.7,8.4,10.3,28.0,Moderate Rainfall,DAP
Bhandara,Black,Rice,109.6,48.1,53.9,2.44,11.3,8.0,8.8,31.2,Post-Monsoon,DAP
Latur,Black,Pigeon Pea,21.7,52.4,34.3,2.94,22.1,8.2,17.9,32.9,Post-Monsoon,Complex Fertilizer
Amravati,Black,Pigeon Pea,23.7,61.3,30.7,2.97,19.9,7.5,4.3,28.5,Post-Monsoon,Ammonium Sulphate
Solapur,Black,Chickpea,23.0,53.6,26.9,3.0,19.1,8.5,6.4,26.4,Post-Monsoon,Ammonium Sulphate
Kolhapur,Black,Sorghum,87.1,44.2,50.9,3.63,15.5,8.3,6.8,26.9,Moderate Rainfall,Vermicompost
Thane,Laterite,Coconut,692.3,458.0,1481.8,11.63,34.4,5.9,6.1,30.6,Heavy Rainfall,NPK 12:32:16
Jalgaon,Black,Cotton,115.5,44.1,44.2,3.94,24.9,8.2,5.2,29.9,Moderate Rainfall,DAP
Osmanabad,Black,Bajra,57.1,35.0,40.7,4.93,10.1,8.1,18.7,37.9,Dry,Superphosphate
Mumbai Suburban,Red,Rice,114.4,69.7,53.6,3.86,13.6,5.8,5.4,25.6,Heavy Rainfall,DAP
Palghar,Laterite,Rice,159.6,73.6,69.5,5.5,15.5,5.5,2.1,29.4,Post-Monsoon,DAP
Solapur,Red,Bajra,88.3,44.9,44.8,5.73,10.1,5.9,7.3,28.7,Semi-Arid,Vermicompost
Raigad,Laterite,Mango,231.1,95.6,157.5,9.34,34.0,5.6,7.3,26.3,Heavy Rainfall,Urea
Sangli,Alluvial,Sugarcane,207.9,79.8,167.7,8.99,36.5,7.0,8.7,29.8,Moderate Rainfall,NPK 19:19:19
Jalgaon,Black,Sugarcane,223.8,106.7,211.5,6.82,37.9,7.8,10.5,30.7,Moderate Rainfall,NPK 19:19:19
Osmanabad,Black,Sorghum,94.1,43.7,48.6,3.91,16.0,7.7,11.9,28.3,Post-Monsoon,Vermicompost
Wardha,Black,Pulses,25.3,55.3,27.3,4.7,17.9,7.7,7.7,28.4,Monsoon,MOP
Sangli,Black,Sorghum,78.0,44.4,49.4,2.58,18.2,8.4,9.6,29.7,Post-Monsoon,DAP
Sangli,Black,Sugarcane,230.7,86.6,172.3,5.81,34.9,7.7,5.1,34.3,Winter,Complex Fertilizer
Hingoli,Red,Sorghum,103.6,47.5,45.7,3.14,11.9,6.3,16.9,37.4,Semi-Arid,Vermicompost
Raigad,Red,Cashew,99.0,54.8,94.7,8.51,28.4,6.8,7.7,27.8,Heavy Rainfall,Organic Compost
Nandurbar,Black,Maize,111.3,76.5,52.2,7.4,18.2,7.7,3.8,32.8,Winter,Organic Compost
Parbhani,Black,Sorghum,85.3,45.9,42.2,3.22,15.2,8.0,12.9,33.7,Dry,MOP
Nanded,Black,Sorghum,90.4,43.7,47.0,3.74,14.1,7.5,8.8,37.3,Post-Monsoon,Complex Fertilizer
Beed,Red,Pigeon Pea,32.5,76.4,37.5,4.47,21.5,5.8,14.7,33.8,Semi-Arid,Complex Fertilizer
Nagpur,Black,Sorghum,92.1,50.3,42.4,3.76,19.4,7.6,5.0,26.2,Moderate Rainfall,NPK 12:32:16
Nashik,Red,Sorghum,90.4,56.0,57.3,2.51,14.2,6.2,11.3,28.1,Monsoon,Organic Compost
Pune,Black,Wheat,99.5,52.9,58.5,3.82,18.5,8.2,5.8,27.1,Winter,Urea
Buldhana,Black,Cotton,137.2,52.9,59.6,4.19,18.8,8.4,6.1,31.7,Winter,DAP
Nashik,Black,Onion,123.8,73.1,97.0,2.44,29.1,7.7,11.9,32.9,Winter,Vermicompost
Amravati,Black,Cotton,96.6,44.5,46.0,4.98,21.7,8.3,4.2,26.3,Post-Monsoon,Urea
Nandurbar,Alluvial,Wheat,125.6,49.6,59.1,3.32,18.2,6.5,4.4,29.6,Post-Monsoon,DAP
Latur,Black,Sorghum,83.5,46.3,53.7,3.21,13.7,8.3,17.9,28.6,Dry,MOP
Sangli,Black,Grapes,110.3,56.8,148.1,4.99,24.5,8.0,5.8,28.4,Winter,Organic Compost
Kolhapur,Black,Sorghum,82.0,48.8,53.8,4.65,12.9,8.3,10.6,34.4,Post-Monsoon,Vermicompost
Washim,Black,Cotton,103.7,39.3,55.2,3.32,14.2,7.6,11.0,26.1,Post-Monsoon,NPK 19:19:19
Parbhani,Sandy,Pigeon Pea,36.4,58.3,31.7,4.23,20.6,7.3,11.1,33.4,Post-Monsoon,Urea
Thane,Laterite,Coconut,764.7,455.2,1485.6,14.57,38.7,5.2,5.9,32.0,Heavy Rainfall,MOP
Yavatmal,Black,Cotton,130.6,52.5,56.3,5.87,21.2,8.0,9.7,28.7,Monsoon,Complex Fertilizer
Buldhana,Black,Sorghum,75.7,39.7,48.0,4.36,15.8,7.1,10.3,27.6,Winter,Vermicompost
Nashik,Black,Grapes,134.2,64.8,146.3,10.03,23.6,7.4,8.9,26.5,Winter,Complex Fertilizer
Kolhapur,Black,Sugarcane,260.6,85.9,176.3,11.03,24.8,8.5,8.8,28.6,Winter,DAP
Buldhana,Clay,Cotton,142.7,50.0,51.1,2.95,21.6,6.8,4.1,26.1,Post-Monsoon,Complex Fertilizer
Nanded,Black,Cotton,107.0,50.9,64.5,5.39,24.3,8.4,16.1,34.4,Post-Monsoon,DAP
Ratnagiri,Laterite,Rice,129.8,70.0,64.1,4.96,13.8,5.3,3.3,29.4,Humid,NPK 12:32:16
Thane,Laterite,Rice,121.5,79.4,70.9,3.79,19.3,5.7,3.3,27.8,Heavy Rainfall,DAP
Pune,Alluvial,Bajra,76.7,37.2,29.9,2.91,14.0,6.9,7.1,26.3,Pre-Monsoon,Organic Compost
Solapur,Black,Wheat,115.5,54.1,59.6,3.56,18.6,8.0,4.3,27.7,Winter,NPK 12:32:16
Washim,Red,Sorghum,97.6,52.9,50.6,4.73,12.8,6.7,6.1,33.9,Post-Monsoon,Organic Compost
Gondia,Black,Rice,115.4,58.2,57.5,3.5,11.8,7.9,5.8,29.1,Monsoon,Urea
Sindhudurg,Red,Coconut,636.6,442.9,1541.4,6.17,32.8,5.8,6.2,25.5,Heavy Rainfall,Ammonium Sulphate
Jalna,Red,Cotton,159.2,58.2,55.7,3.17,23.0,6.7,9.8,28.4,Semi-Arid,DAP
Mumbai City,Red,Rice,116.6,60.5,62.3,3.82,12.3,6.0,7.8,28.6,Heavy Rainfall,DAP
Hingoli,Black,Cotton,123.7,49.2,60.4,5.64,16.3,7.0,16.0,33.7,Post-Monsoon,NPK 19:19:19
Raigad,Red,Mango,101.4,69.4,113.9,7.46,26.0,6.2,4.6,31.7,Heavy Rainfall,Superphosphate
Sangli,Black,Grapes,121.4,61.7,124.3,7.74,30.0,7.9,5.5,34.4,Post-Monsoon,NPK 19:19:19
Latur,Sandy,Sorghum,95.3,50.1,53.5,3.13,17.4,7.3,11.0,33.7,Semi-Arid,DAP
Gadchiroli,Red,Rice,127.3,56.6,69.9,4.31,12.8,6.6,6.0,31.1,Monsoon,Urea
Nanded,Black,Bajra,70.5,36.0,38.4,3.23,11.8,7.9,14.7,29.3,Semi-Arid,Superphosphate
Kolhapur,Red,Groundnut,42.7,83.6,61.6,4.73,27.7,5.5,9.7,26.2,Pre-Monsoon,NPK 12:32:16
Satara,Black,Wheat,109.8,55.2,54.6,5.42,22.6,7.4,7.9,30.2,Moderate Rainfall,NPK 12:32:16
Hingoli,Red,Cotton,145.2,76.4,49.8,4.68,16.9,6.0,12.4,37.8,Semi-Arid,Complex Fertilizer
Hingoli,Black,Sorghum,82.7,41.8,51.0,3.13,17.2,7.6,13.7,36.7,Post-Monsoon,MOP
Nandurbar,Black,Cotton,119.7,49.5,53.5,2.85,23.6,8.0,6.7,27.0,Winter,Urea
Nashik,Black,Wheat,114.7,58.2,65.0,3.58,22.5,7.1,9.9,27.9,Post-Monsoon,DAP
Yavatmal,Black,Cotton,91.1,54.2,46.6,4.72,19.2,8.2,3.5,29.2,Winter,Urea
Chandrapur,Black,Pigeon Pea,26.3,53.1,28.9,4.12,14.7,7.7,3.6,32.5,Post-Monsoon,DAP
Akola,Black,Safflower,54.4,47.6,45.5,4.83,19.9,7.5,8.9,27.2,Moderate Rainfall,DAP
Thane,Laterite,Vegetables,173.1,84.4,98.5,5.29,33.7,5.3,2.4,31.1,Monsoon,Vermicompost
Sangli,Black,Sugarcane,235.0,114.1,208.1,5.89,42.3,8.2,7.9,29.9,Moderate Rainfall,NPK 19:19:19
Osmanabad,Red,Cotton,142.9,68.8,46.8,5.11,25.1,5.8,20.0,33.4,Post-Monsoon,Complex Fertilizer
Beed,Black,Pigeon Pea,25.1,58.7,40.1,3.84,21.6,7.5,11.4,33.1,Semi-Arid,Ammonium Sulphate
Raigad,Laterite,Coconut,627.1,500.0,1462.2,9.94,31.1,5.6,2.0,30.3,Post-Monsoon,Ammonium Sulphate
Jalgaon,Black,Cotton,112.3,44.7,57.1,3.43,26.7,7.4,6.8,32.4,Winter,DAP
Mumbai Suburban,Red,Vegetables,112.4,79.7,92.1,4.15,23.1,6.4,7.0,26.4,Monsoon,Organic Compost
Akola,Black,Soybean,34.9,71.8,47.1,4.34,22.2,8.4,5.9,30.3,Moderate Rainfall,NPK 12:32:16
Nandurbar,Red,Sorghum,107.6,59.4,51.0,4.77,17.5,5.6,9.8,30.3,Moderate Rainfall,Ammonium Sulphate
Jalgaon,Alluvial,Wheat,113.8,51.5,49.9,4.26,16.2,6.8,5.6,34.2,Moderate Rainfall,DAP
Raigad,Red,Rice,124.5,64.3,52.7,3.37,16.2,5.6,7.7,31.9,Monsoon,DAP
Ahmednagar,Black,Wheat,82.4,53.2,61.8,2.73,20.3,8.0,7.5,27.6,Winter,Urea
Beed,Black,Cotton,114.1,46.8,57.1,3.83,24.7,7.5,8.8,28.8,Semi-Arid,NPK 19:19:19
Latur,Black,Cotton,88.2,50.6,63.3,4.75,26.3,7.2,10.7,37.4,Summer,Complex Fertilizer
Nagpur,Black,Sorghum,75.4,40.7,54.2,3.61,21.0,7.5,3.2,26.7,Monsoon,Urea
Thane,Red,Rice,116.8,64.2,63.5,3.39,20.5,5.8,2.1,30.0,Humid,NPK 12:32:16
Washim,Black,Soybean,31.3,76.6,45.3,2.92,17.8,8.4,11.3,31.4,Winter,NPK 12:32:16
Beed,Black,Sorghum,70.4,46.4,53.0,2.47,21.1,8.0,15.7,37.6,Summer,NPK 12:32:16
Wardha,Clay,Cotton,108.6,40.5,45.2,4.43,18.1,7.1,8.5,29.5,Winter,DAP
Nandurbar,Red,Cotton,146.8,59.4,48.4,5.75,25.0,6.9,10.6,26.9,Post-Monsoon,NPK 19:19:19
Wardha,Black,Cotton,83.7,48.0,40.3,4.32,19.2,8.2,4.2,33.8,Post-Monsoon,NPK 19:19:19
Akola,Black,Cotton,127.9,49.1,50.6,4.42,18.5,7.0,10.4,29.1,Monsoon,DAP
Nandurbar,Red,Cotton,149.6,62.6,47.9,5.1,17.9,5.6,8.2,29.2,Post-Monsoon,Urea
Jalna,Black,Bajra,62.7,39.1,42.1,3.53,13.5,7.3,12.3,32.3,Post-Monsoon,Ammonium Sulphate
Parbhani,Black,Pigeon Pea,24.9,56.1,32.5,4.21,21.0,8.0,19.0,37.3,Summer,NPK 12:32:16
Thane,Laterite,Vegetables,166.2,88.4,108.3,4.83,28.0,6.1,3.4,28.6,Heavy Rainfall,Complex Fertilizer
Kolhapur,Black,Turmeric,113.4,81.0,97.3,3.33,31.4,7.4,9.6,28.9,Winter,DAP
Latur,Red,Cotton,127.7,49.3,55.3,5.4,18.0,6.5,12.6,36.6,Semi-Arid,Urea
Mumbai City,Red,Vegetables,154.0,73.2,107.5,3.41,23.9,6.5,2.5,26.1,Heavy Rainfall,DAP
Parbhani,Black,Soybean,33.9,65.3,49.4,3.35,21.3,8.3,15.7,36.4,Post-Monsoon,Superphosphate
