District,Soil_Type,Crop_Name,N_kg_ha,P2O5_kg_ha,K2O_kg_ha,Zn_kg_ha,S_kg_ha,Recommended_pH,Turbidity_NTU,Water_Temp_C,Weather,Fertilizer
Ahmednagar,Clay,Wheat,100.6,54.0,56.0,4.6,14.4,8.1,11.8,32.7,Winter,Urea
Latur,Sandy,Cotton,133.0,52.8,77.2,4.8,23.2,7.4,13.2,29.7,Post-Monsoon,Urea
Jalgaon,Red,Cotton,159.0,63.2,50.0,4.9,30.0,5.4,6.6,30.7,Post-Monsoon,Complex Fertilizer
Pune,Black,Sugarcane,174.8,110.0,220.1,6.1,24.7,7.4,3.5,36.5,Moderate Rainfall,DAP
Ahmednagar,Black,Wheat,95.6,48.0,58.7,3.2,21.2,7.8,10.0,35.5,Winter,Urea
Chandrapur,Black,Cotton,111.1,61.9,64.0,3.1,20.9,8.3,3.3,28.8,Winter,Urea
Aurangabad,Sandy,Cotton,204.0,47.7,73.6,3.9,22.3,6.1,11.4,38.0,Semi-Arid,Complex Fertilizer
Satara,Red,Maize,133.6,74.4,63.2,7.8,26.4,6.0,9.0,31.9,Winter,Urea
Buldhana,Red,Cotton,170.9,59.1,53.6,3.8,16.9,6.0,12.5,32.4,Monsoon,NPK 19:19:19
Hingoli,Black,Cotton,138.7,43.9,59.5,6.2,13.6,7.6,18.6,36.0,Post-Monsoon,Complex Fertilizer
Akola,Clay,Cotton,145.5,36.6,50.7,4.4,21.9,7.8,12.3,28.6,Post-Monsoon,Urea
Nandurbar,Alluvial,Maize,114.0,61.6,47.2,6.4,24.9,6.7,11.8,33.2,Monsoon,Superphosphate
Pune,Black,Sugarcane,239.4,111.2,207.3,5.5,32.8,7.0,3.3,26.5,Pre-Monsoon,Complex Fertilizer
Gondia,Black,Soybean,33.1,90.2,52.6,3.5,22.9,7.2,8.8,29.8,Post-Monsoon,Superphosphate
Aurangabad,Sandy,Bajra,80.2,45.4,44.1,2.9,14.3,7.3,10.7,35.2,Post-Monsoon,Ammonium Sulphate
Nandurbar,Alluvial,Maize,140.7,56.3,58.1,7.0,26.0,6.8,10.3,33.0,Monsoon,Superphosphate
Pune,Red,Vegetables,143.8,60.8,94.5,3.5,25.0,6.1,7.3,28.8,Pre-Monsoon,NPK 12:32:16
Nagpur,Clay,Soybean,37.4,69.5,48.5,3.8,24.1,8.1,12.5,34.5,Monsoon,DAP
Buldhana,Black,Cotton,120.9,52.3,53.4,5.4,18.4,8.1,11.8,26.0,Winter,NPK 19:19:19
Latur,Red,Sorghum,96.6,53.4,58.3,5.3,11.0,6.2,11.6,36.1,Dry,Ammonium Sulphate
Satara,Alluvial,Sugarcane,219.6,80.4,160.8,9.6,32.0,6.2,6.1,30.5,Moderate Rainfall,NPK 19:19:19
Osmanabad,Black,Sorghum,74.5,40.3,48.7,2.4,19.3,8.4,10.5,37.3,Semi-Arid,Organic Compost
Nanded,Black,Sorghum,97.8,39.7,45.0,5.5,10.7,7.0,17.8,37.4,Dry,Vermicompost
Nashik,Red,Cotton,131.1,67.2,60.2,3.2,17.1,6.2,4.8,28.6,Winter,DAP
Mumbai Suburban,Laterite,Rice,134.1,65.0,55.7,4.0,15.4,5.5,3.9,30.1,Humid,Urea
Wardha,Clay,Cotton,144.7,38.1,50.0,3.9,16.1,7.2,5.4,30.6,Monsoon,DAP
Chandrapur,Clay,Rice,88.0,59.2,44.0,4.0,12.3,6.9,7.4,27.6,Monsoon,Urea
Nashik,Black,Onion,138.2,65.8,113.9,3.0,34.2,7.4,9.7,31.5,Monsoon,MOP
Nagpur,Red,Soybean,40.7,105.4,52.6,3.1,22.3,6.5,10.4,32.6,Winter,DAP
Latur,Red,Soybean,42.5,80.1,49.5,3.6,24.0,5.8,13.5,32.3,Post-Monsoon,NPK 12:32:16
Nagpur,Black,Cotton,90.0,33.8,59.9,5.9,22.6,7.2,3.1,25.8,Moderate Rainfall,NPK 19:19:19
Jalna,Black,Sorghum,96.3,48.2,48.5,4.4,10.0,7.1,14.6,30.9,Semi-Arid,Organic Compost
Ahmednagar,Clay,Wheat,105.3,52.4,49.3,4.6,17.2,7.9,10.8,34.8,Winter,Urea
Pune,Alluvial,Sugarcane,278.4,80.2,125.2,9.3,30.9,6.7,10.7,30.0,Moderate Rainfall,Complex Fertilizer
Yavatmal,Red,Soybean,34.5,106.5,55.4,4.9,23.2,5.6,8.4,27.1,Monsoon,DAP
Nandurbar,Red,Cotton,119.9,60.7,66.9,4.0,21.2,7.1,9.5,28.9,Post-Monsoon,NPK 19:19:19
Mumbai City,Sandy,Vegetables,167.8,59.4,123.3,5.0,22.5,5.9,4.1,26.8,Monsoon,Vermicompost
Nashik,Black,Onion,120.5,78.0,103.0,3.1,34.4,7.6,12.3,32.3,Monsoon,MOP
Latur,Red,Cotton,163.4,77.7,62.3,4.7,21.1,6.7,11.2,30.9,Summer,Complex Fertilizer
Osmanabad,Sandy,Bajra,83.4,31.6,39.3,4.7,12.1,7.4,17.4,28.2,Post-Monsoon,Superphosphate
Nagpur,Clay,Cotton,100.3,46.4,41.7,3.2,23.0,7.6,9.6,33.5,Winter,NPK 19:19:19
Sindhudurg,Red,Rice,106.9,60.5,54.7,2.9,21.7,5.6,7.2,29.5,Heavy Rainfall,DAP
Washim,Black,Soybean,34.4,63.6,60.0,2.6,19.0,8.2,8.6,30.9,Winter,Superphosphate
Ahmednagar,Clay,Sugarcane,232.9,107.0,182.2,8.3,41.6,7.8,3.8,34.6,Post-Monsoon,Urea
Gondia,Red,Rice,144.9,60.4,66.1,4.2,16.6,5.6,4.7,29.1,Winter,NPK 12:32:16
Gadchiroli,Clay,Rice,113.2,57.5,54.3,3.6,18.0,7.4,6.1,33.2,Post-Monsoon,DAP
Yavatmal,Red,Cotton,106.5,76.4,41.3,4.9,24.9,5.6,5.1,30.0,Post-Monsoon,Urea
Raigad,Sandy,Coconut,841.4,455.2,1439.7,10.8,28.9,6.7,2.3,27.9,Monsoon,NPK 12:32:16
Ratnagiri,Sandy,Coconut,662.0,454.1,1521.9,11.7,28.5,6.9,2.1,30.4,Humid,Urea
Palghar,Laterite,Rice,117.2,58.3,78.8,4.8,20.1,5.0,3.2,29.3,Heavy Rainfall,Urea
Gondia,Red,Rice,118.7,57.4,64.8,5.6,11.0,5.8,10.3,30.4,Monsoon,NPK 12:32:16
Nashik,Alluvial,Maize,170.9,78.6,43.9,2.9,17.0,6.7,6.4,32.5,Winter,Superphosphate
Washim,Black,Cotton,138.7,42.8,67.0,5.2,19.1,8.4,4.9,30.5,Monsoon,DAP
Pune,Alluvial,Sugarcane,230.2,100.3,149.8,11.2,32.6,6.9,5.7,30.0,Post-Monsoon,NPK 19:19:19
Dhule,Red,Cotton,121.7,51.1,39.2,2.8,20.2,5.7,11.9,29.0,Winter,NPK 19:19:19
Nandurbar,Red,Cotton,117.2,52.4,52.0,4.2,25.4,5.9,10.4,28.5,Monsoon,DAP
Nanded,Black,Sorghum,94.1,49.2,45.5,5.2,10.3,7.2,20.2,36.2,Dry,Vermicompost
Sindhudurg,Laterite,Rice,131.2,80.6,59.9,4.4,18.5,6.2,5.2,31.2,Post-Monsoon,NPK 12:32:16
Yavatmal,Black,Cotton,136.2,50.0,63.8,2.9,27.0,7.7,6.2,35.6,Monsoon,Complex Fertilizer
Satara,Black,Sugarcane,292.1,108.5,209.0,6.6,32.5,8.4,5.3,27.6,Post-Monsoon,Complex Fertilizer
Ratnagiri,Red,Mango,124.3,74.4,179.6,9.8,36.3,6.5,5.6,29.5,Post-Monsoon,Organic Compost
Pune,Alluvial,Sugarcane,281.5,91.3,134.8,8.9,30.1,6.4,10.3,31.6,Moderate Rainfall,Complex Fertilizer
Aurangabad,Sandy,Sorghum,94.6,44.1,52.2,2.4,12.7,5.9,15.8,30.2,Dry,Superphosphate
Jalgaon,Alluvial,Wheat,126.0,49.9,58.5,4.0,17.6,6.7,9.1,31.0,Post-Monsoon,NPK 12:32:16
Palghar,Laterite,Rice,113.6,73.8,56.6,3.1,17.8,5.6,7.2,31.4,Post-Monsoon,NPK 12:32:16
Sindhudurg,Red,Rice,121.7,65.0,70.3,2.4,11.1,5.5,7.7,31.7,Humid,DAP
Bhandara,Clay,Rice,94.6,59.8,51.1,3.5,19.2,8.0,3.9,28.0,Winter,Urea
Aurangabad,Black,Sorghum,95.6,40.5,57.9,5.2,18.2,8.1,16.0,36.8,Post-Monsoon,Superphosphate
Palghar,Red,Rice,144.0,63.8,62.7,4.8,9.9,6.2,8.8,31.3,Humid,DAP
Nashik,Red,Wheat,124.9,54.5,59.1,2.7,24.9,5.8,7.4,30.5,Monsoon,NPK 12:32:16
Buldhana,Red,Cotton,170.2,54.6,67.6,5.3,21.0,6.8,4.8,34.0,Moderate Rainfall,Urea
Nagpur,Clay,Soybean,30.6,84.9,52.0,3.9,24.3,7.8,13.2,32.9,Monsoon,DAP
Nanded,Black,Cotton,132.4,41.1,75.6,4.5,15.8,7.4,18.1,37.9,Post-Monsoon,NPK 19:19:19
Dhule,Black,Cotton,95.1,41.6,55.7,5.1,21.0,8.0,12.6,31.9,Moderate Rainfall,NPK 19:19:19
Mumbai Suburban,Laterite,Rice,149.3,72.8,62.3,4.8,11.8,6.3,4.4,29.7,Monsoon,Urea
Solapur,Sandy,Wheat,121.1,69.0,70.3,5.2,20.5,6.7,8.1,33.8,Winter,NPK 12:32:16
Parbhani,Black,Cotton,91.9,46.4,50.3,3.2,22.5,7.9,10.3,36.3,Summer,Urea
Parbhani,Black,Cotton,77.7,46.8,44.6,3.3,25.5,8.1,8.3,35.7,Summer,Urea
Akola,Clay,Soybean,32.9,62.0,35.6,3.5,22.6,7.1,9.5,31.0,Monsoon,NPK 12:32:16
Mumbai Suburban,Red,Rice,111.3,63.5,62.1,4.3,10.9,6.7,4.3,28.9,Heavy Rainfall,NPK 12:32:16
Wardha,Red,Cotton,120.9,68.0,56.5,3.1,16.6,6.2,9.4,28.4,Moderate Rainfall,DAP
Hingoli,Sandy,Bajra,88.8,31.6,43.5,4.1,11.4,6.9,14.3,30.9,Dry,MOP
Nagpur,Red,Soybean,39.2,90.1,49.9,3.2,19.4,6.5,13.5,33.3,Winter,DAP
Gondia,Clay,Rice,137.7,49.6,59.1,3.1,18.6,7.3,6.3,32.8,Winter,DAP
Nandurbar,Black,Cotton,107.1,64.8,39.5,4.3,22.3,8.0,6.6,30.1,Moderate Rainfall,Urea
Sindhudurg,Red,Rice,104.9,69.2,66.8,3.9,14.6,5.6,7.2,30.3,Monsoon,NPK 12:32:16
Aurangabad,Red,Soybean,35.5,93.8,36.4,3.3,27.8,5.9,19.0,30.8,Summer,DAP
Palghar,Sandy,Vegetables,181.6,70.7,122.3,3.5,29.6,5.8,4.1,26.5,Post-Monsoon,NPK 12:32:16
Pune,Alluvial,Sugarcane,214.5,116.9,162.3,10.2,41.8,7.2,4.4,36.6,Winter,DAP
Osmanabad,Sandy,Sorghum,123.9,48.8,56.2,3.3,12.2,7.0,16.9,29.4,Semi-Arid,DAP
Bhandara,Clay,Rice,118.4,56.3,61.6,4.0,18.3,6.8,10.4,31.9,Post-Monsoon,NPK 12:32:16
Palghar,Sandy,Vegetables,148.1,85.5,116.7,3.0,30.8,5.9,3.3,26.1,Post-Monsoon,NPK 12:32:16
Latur,Sandy,Sorghum,112.8,46.0,53.4,3.6,13.2,6.1,9.2,37.5,Dry,Organic Compost
Latur,Red,Cotton,171.4,67.1,59.5,5.0,22.8,7.0,10.0,32.2,Summer,Complex Fertilizer
Gadchiroli,Red,Rice,122.8,63.8,59.7,3.0,22.2,6.1,8.1,30.1,Post-Monsoon,DAP
Buldhana,Red,Soybean,38.0,70.0,56.5,4.6,24.0,7.1,9.5,27.6,Post-Monsoon,Superphosphate
Satara,Red,Sugarcane,255.9,122.0,207.7,9.0,43.8,6.5,3.2,32.1,Pre-Monsoon,Complex Fertilizer
Nanded,Alluvial,Soybean,38.4,64.0,48.3,4.9,19.9,6.5,14.7,34.6,Summer,NPK 12:32:16
Solapur,Black,Wheat,107.0,45.0,54.2,5.2,21.2,7.3,11.4,27.7,Semi-Arid,DAP
Satara,Alluvial,Sugarcane,219.9,65.8,152.3,10.4,31.8,6.7,11.8,34.9,Post-Monsoon,NPK 19:19:19
Yavatmal,Clay,Cotton,140.3,50.0,46.5,4.9,22.0,6.8,5.8,26.6,Post-Monsoon,DAP
Jalgaon,Alluvial,Cotton,97.4,59.2,50.1,2.9,20.3,6.5,4.0,33.2,Monsoon,NPK 19:19:19
Mumbai City,Laterite,Rice,110.2,66.1,58.6,4.2,20.8,5.9,7.5,29.0,Monsoon,NPK 12:32:16
Osmanabad,Black,Sorghum,79.8,38.9,53.2,6.2,13.4,7.7,10.2,35.0,Post-Monsoon,Ammonium Sulphate
Bhandara,Black,Soybean,27.6,58.6,57.1,5.0,19.4,7.4,9.2,28.4,Moderate Rainfall,Superphosphate
Palghar,Red,Rice,134.6,69.7,58.1,5.3,18.0,6.1,8.7,28.3,Monsoon,NPK 12:32:16
Chandrapur,Black,Cotton,112.0,42.7,57.7,3.0,19.4,7.9,6.2,31.2,Post-Monsoon,Complex Fertilizer
Wardha,Clay,Cotton,119.0,39.5,56.7,4.1,16.5,7.5,5.1,31.5,Monsoon,DAP
Gadchiroli,Black,Soybean,31.9,79.0,46.3,2.7,20.8,8.1,11.5,33.1,Moderate Rainfall,NPK 12:32:16
Dhule,Black,Cotton,114.6,62.1,65.1,3.9,21.2,8.1,11.2,27.0,Monsoon,Urea
Beed,Red,Cotton,109.5,61.8,77.3,3.3,19.3,6.7,11.4,30.0,Summer,DAP
Akola,Red,Soybean,47.4,79.2,42.2,4.7,28.7,6.1,4.2,31.8,Winter,Superphosphate
Ahmednagar,Red,Maize,117.5,90.3,54.7,5.6,23.0,5.9,8.0,34.5,Post-Monsoon,Complex Fertilizer
Akola,Clay,Soybean,35.1,70.8,42.7,3.5,26.6,6.9,4.5,28.9,Winter,DAP
Dhule,Black,Cotton,86.1,48.3,36.3,3.2,28.2,7.5,7.9,34.4,Winter,NPK 19:19:19
Bhandara,Clay,Rice,97.8,48.8,61.3,4.3,18.0,6.6,8.6,32.0,Post-Monsoon,NPK 12:32:16
Amravati,Black,Cotton,112.8,53.2,46.7,4.0,14.9,7.5,4.9,27.8,Monsoon,Urea
Nashik,Red,Tomato,187.9,98.8,148.9,3.7,24.6,6.5,8.5,28.9,Moderate Rainfall,Superphosphate
Osmanabad,Red,Cotton,113.2,78.7,54.3,3.5,27.5,7.0,9.6,35.5,Semi-Arid,NPK 19:19:19
Beed,Black,Cotton,150.2,58.5,44.3,2.8,21.3,7.7,9.7,31.9,Semi-Arid,NPK 19:19:19
Sindhudurg,Laterite,Rice,165.6,79.3,57.5,4.3,20.8,6.6,5.3,29.4,Post-Monsoon,NPK 12:32:16
Sindhudurg,Red,Rice,103.4,74.2,64.8,2.4,11.5,5.9,7.8,32.8,Humid,DAP
Nandurbar,Alluvial,Maize,137.3,58.4,48.7,4.6,23.8,6.9,8.7,29.7,Moderate Rainfall,DAP
Nagpur,Red,Cotton,126.6,62.1,64.5,3.0,24.3,5.2,10.7,29.1,Post-Monsoon,DAP
Satara,Alluvial,Sugarcane,198.1,68.6,180.0,9.7,30.4,6.5,5.1,27.7,Moderate Rainfall,NPK 19:19:19
Parbhani,Red,Cotton,150.4,54.3,47.1,5.5,25.0,6.9,9.2,35.6,Post-Monsoon,NPK 19:19:19
Chandrapur,Red,Rice,140.1,85.0,69.0,4.2,11.4,6.5,10.3,30.2,Monsoon,Urea
Thane,Red,Rice,118.8,68.3,56.4,4.2,17.4,6.6,2.3,28.2,Post-Monsoon,DAP
Sindhudurg,Sandy,Coconut,618.2,391.7,1571.8,12.8,34.8,7.3,2.6,28.3,Humid,Organic Compost
Latur,Black,Sorghum,74.7,43.2,64.5,2.8,14.0,8.2,8.3,33.9,Post-Monsoon,Superphosphate
Gondia,Red,Rice,133.5,67.6,47.1,3.4,14.9,7.2,6.1,28.0,Moderate Rainfall,Urea
Nandurbar,Black,Cotton,116.4,58.9,66.0,2.8,17.4,7.2,10.4,31.6,Post-Monsoon,Urea
Raigad,Red,Rice,105.3,60.3,51.4,4.9,11.3,5.7,5.4,30.3,Monsoon,Urea
Sangli,Black,Sugarcane,202.4,103.1,213.6,9.9,24.3,7.2,9.1,31.3,Pre-Monsoon,Urea
Sindhudurg,Red,Rice,133.7,55.5,53.5,5.4,18.0,6.5,5.6,30.0,Post-Monsoon,DAP
Nanded,Alluvial,Cotton,111.4,42.8,45.6,2.7,22.9,7.2,16.2,35.2,Dry,NPK 19:19:19
Sangli,Black,Sugarcane,196.4,81.2,251.0,6.7,33.0,7.1,10.4,30.9,Post-Monsoon,NPK 19:19:19
Kolhapur,Red,Sorghum,115.2,62.5,53.4,3.3,16.1,5.7,10.7,27.0,Winter,Organic Compost
Nanded,Red,Cotton,148.3,72.4,48.6,5.6,26.4,6.3,16.2,32.4,Post-Monsoon,Complex Fertilizer
Ahmednagar,Black,Wheat,94.8,42.9,59.5,3.3,21.0,7.5,8.9,34.6,Winter,Urea
Ahmednagar,Clay,Sugarcane,198.0,102.9,202.6,8.2,40.6,8.1,3.6,33.2,Post-Monsoon,Urea
Beed,Red,Cotton,113.3,70.2,55.3,4.6,19.8,5.8,21.7,38.0,Post-Monsoon,NPK 19:19:19
Jalna,Red,Cotton,183.2,61.1,52.2,4.3,21.3,5.8,19.2,33.4,Post-Monsoon,Complex Fertilizer
Osmanabad,Sandy,Bajra,93.0,36.6,44.7,4.0,9.5,6.1,11.5,38.0,Summer,Urea
Raigad,Laterite,Rice,114.8,88.7,58.5,6.1,13.2,6.1,3.3,27.7,Humid,DAP
Beed,Red,Cotton,131.0,64.2,64.0,3.4,20.4,5.9,9.7,33.1,Dry,Complex Fertilizer
Nagpur,Clay,Cotton,122.0,44.2,52.2,3.1,23.0,7.7,8.8,32.4,Winter,NPK 19:19:19
Yavatmal,Black,Cotton,129.1,67.1,55.3,4.2,18.9,7.9,9.3,35.2,Moderate Rainfall,DAP
Nanded,Alluvial,Cotton,159.0,48.0,45.1,4.5,24.3,7.2,11.5,32.9,Semi-Arid,Urea
Jalgaon,Alluvial,Cotton,140.6,36.2,48.6,2.9,16.9,7.0,12.3,31.1,Winter,DAP
Satara,Black,Sugarcane,284.1,86.1,217.4,6.8,30.8,8.4,6.4,29.2,Post-Monsoon,Complex Fertilizer
Satara,Red,Maize,144.8,91.2,54.1,6.7,17.7,5.4,6.3,30.2,Post-Monsoon,NPK 12:32:16
Raigad,Laterite,Rice,147.9,80.0,65.5,4.5,20.2,5.7,7.6,30.2,Heavy Rainfall,Urea
Mumbai Suburban,Sandy,Vegetables,175.6,71.6,115.6,2.7,25.2,7.1,3.3,27.8,Heavy Rainfall,MOP
Nashik,Black,Onion,129.3,61.8,99.9,3.1,29.6,7.3,11.7,33.0,Monsoon,MOP
Ratnagiri,Sandy,Coconut,713.4,380.3,1391.3,10.2,29.6,6.8,8.0,25.0,Heavy Rainfall,Ammonium Sulphate
Bhandara,Black,Soybean,35.2,55.7,59.5,5.4,17.6,7.1,8.9,30.0,Moderate Rainfall,Superphosphate
Jalgaon,Alluvial,Cotton,118.6,51.3,63.2,4.1,23.9,7.0,7.4,34.6,Moderate Rainfall,DAP
Osmanabad,Red,Cotton,140.1,78.5,52.4,3.6,27.2,6.6,10.0,34.7,Semi-Arid,NPK 19:19:19
Jalgaon,Red,Banana,247.7,163.2,308.7,7.2,37.5,6.4,6.1,34.3,Monsoon,DAP
Yavatmal,Black,Cotton,109.9,37.9,45.7,2.7,25.3,8.2,8.8,33.9,Winter,Complex Fertilizer
Buldhana,Red,Sorghum,94.2,59.8,42.9,3.0,12.1,6.4,10.5,32.3,Winter,Ammonium Sulphate
Jalna,Sandy,Bajra,97.1,38.6,34.4,4.0,17.5,5.9,17.8,35.5,Semi-Arid,Organic Compost
Ratnagiri,Laterite,Rice,166.3,63.5,65.1,4.7,11.7,6.4,5.3,31.8,Heavy Rainfall,DAP
Osmanabad,Sandy,Sorghum,109.2,49.2,45.4,2.8,12.4,6.8,17.2,29.2,Semi-Arid,DAP
Buldhana,Clay,Cotton,127.3,54.5,62.3,3.1,15.4,7.5,6.9,27.5,Post-Monsoon,DAP
Raigad,Sandy,Coconut,725.9,489.8,1486.6,9.6,27.3,6.4,2.5,30.6,Monsoon,NPK 12:32:16
Yavatmal,Clay,Cotton,152.8,42.9,58.7,3.7,20.8,7.5,4.8,30.2,Moderate Rainfall,Complex Fertilizer
Amravati,Clay,Soybean,34.5,61.8,41.1,3.2,23.9,6.5,11.3,27.4,Monsoon,NPK 12:32:16
Chandrapur,Red,Rice,132.0,68.4,67.0,4.7,10.8,6.7,10.3,27.2,Monsoon,Urea
Washim,Red,Banana,209.0,122.0,270.6,10.0,31.2,5.9,9.6,31.0,Post-Monsoon,Complex Fertilizer
Washim,Clay,Cotton,129.9,56.5,43.6,3.6,23.0,6.7,7.9,25.2,Winter,Complex Fertilizer
Solapur,Sandy,Bajra,97.6,34.8,48.4,2.8,15.5,7.0,8.7,29.2,Semi-Arid,NPK 12:32:16
Nashik,Red,Wheat,114.2,57.8,54.7,2.7,22.5,6.0,7.2,29.0,Monsoon,NPK 12:32:16
Washim,Black,Cotton,112.4,52.2,50.2,4.1,20.1,7.9,6.6,26.5,Post-Monsoon,DAP
Bhandara,Red,Rice,120.7,62.9,56.3,3.8,14.9,6.0,12.2,26.0,Post-Monsoon,DAP
Mumbai Suburban,Laterite,Rice,181.9,71.1,52.7,4.1,10.6,5.2,5.4,26.3,Post-Monsoon,DAP
Ratnagiri,Red,Mango,184.0,116.6,119.3,10.8,28.5,7.1,2.9,26.1,Humid,Ammonium Sulphate
Nanded,Black,Cotton,98.4,36.9,57.3,3.4,22.5,8.4,16.3,33.6,Semi-Arid,NPK 19:19:19
Chandrapur,Red,Rice,133.2,72.3,57.2,2.4,14.2,6.6,7.9,31.1,Post-Monsoon,NPK 12:32:16
Jalna,Black,Sorghum,94.8,44.3,47.5,4.0,9.8,7.3,15.8,30.8,Semi-Arid,Organic Compost
Pune,Alluvial,Sugarcane,194.1,96.4,156.1,9.8,44.0,7.7,4.3,34.6,Winter,DAP
Nanded,Alluvial,Soybean,31.5,86.0,37.7,3.5,19.1,6.6,10.7,38.0,Post-Monsoon,NPK 12:32:16
Raigad,Laterite,Coconut,781.9,473.6,1712.9,8.1,46.9,5.3,5.2,26.0,Post-Monsoon,DAP
Ratnagiri,Sandy,Coconut,751.2,380.8,1641.5,11.9,29.5,7.1,2.4,30.7,Humid,Urea
Solapur,Black,Wheat,96.9,52.1,56.2,5.8,20.4,8.4,9.2,28.8,Post-Monsoon,DAP
Washim,Black,Soybean,35.3,60.5,51.7,2.3,21.0,7.8,7.6,30.2,Winter,Superphosphate
Dhule,Black,Cotton,121.8,39.1,61.2,5.0,20.7,8.5,12.4,35.1,Moderate Rainfall,NPK 19:19:19
Sangli,Red,Sugarcane,232.2,98.0,222.7,5.2,30.0,5.7,6.9,29.1,Pre-Monsoon,Complex Fertilizer
Raigad,Red,Rice,108.4,61.7,64.7,3.9,18.7,6.6,5.9,33.1,Humid,Urea
Palghar,Red,Rice,114.7,61.4,48.4,4.2,14.3,6.3,6.0,32.8,Post-Monsoon,DAP
Hingoli,Black,Sorghum,71.4,39.3,53.8,3.7,21.9,7.1,11.7,31.6,Semi-Arid,Vermicompost
Ratnagiri,Laterite,Rice,133.7,87.2,63.6,5.5,11.4,5.0,7.2,25.0,Monsoon,NPK 12:32:16
Nanded,Red,Soybean,36.4,101.1,59.8,3.1,20.7,5.3,14.4,32.7,Dry,Superphosphate
Nagpur,Clay,Wheat,124.8,62.3,55.5,3.3,21.9,6.8,5.7,31.9,Moderate Rainfall,Urea
Sangli,Red,Sorghum,95.6,50.9,51.1,3.4,18.2,5.8,12.0,28.5,Winter,Urea
Ratnagiri,Laterite,Rice,139.2,73.2,77.0,5.1,12.3,5.2,4.9,31.1,Humid,NPK 12:32:16
Osmanabad,Black,Sorghum,71.4,39.0,49.5,2.2,22.1,8.2,11.7,38.0,Semi-Arid,Organic Compost
Ahmednagar,Black,Sugarcane,240.6,114.8,161.7,6.5,43.9,7.3,3.2,29.5,Moderate Rainfall,Complex Fertilizer
Mumbai City,Red,Rice,110.0,60.9,67.6,5.7,14.3,6.5,7.0,29.1,Monsoon,NPK 12:32:16
Jalna,Sandy,Bajra,90.1,34.6,41.8,3.9,12.2,6.0,11.5,32.1,Post-Monsoon,Vermicompost
Aurangabad,Sandy,Bajra,81.5,45.7,41.8,3.0,14.3,7.0,9.9,34.4,Post-Monsoon,Ammonium Sulphate
Gondia,Red,Rice,122.2,51.7,71.5,5.1,10.4,5.7,12.0,32.0,Monsoon,NPK 12:32:16
Palghar,Laterite,Rice,107.7,80.5,66.8,3.3,16.1,5.7,7.1,29.5,Post-Monsoon,NPK 12:32:16
Wardha,Black,Cotton,115.5,48.1,61.3,4.2,15.0,7.5,2.8,25.0,Moderate Rainfall,NPK 19:19:19
Yavatmal,Black,Cotton,105.8,44.0,52.8,5.5,16.2,8.5,9.9,32.9,Post-Monsoon,Complex Fertilizer
Sangli,Red,Sorghum,99.3,54.4,38.7,3.8,19.1,6.0,11.0,29.7,Winter,Urea
Palghar,Red,Rice,102.5,62.1,63.2,4.2,18.3,6.9,4.3,26.2,Heavy Rainfall,DAP
Kolhapur,Black,Sugarcane,267.0,83.5,208.3,5.6,34.3,8.1,4.0,31.4,Post-Monsoon,DAP
Osmanabad,Sandy,Bajra,91.7,35.7,46.1,5.0,13.0,6.8,16.1,30.8,Post-Monsoon,Superphosphate
Wardha,Black,Cotton,105.6,52.6,55.8,3.9,17.1,7.8,2.6,26.7,Moderate Rainfall,NPK 19:19:19
Bhandara,Red,Rice,112.6,65.2,56.5,4.1,16.1,5.9,12.9,28.5,Post-Monsoon,DAP
Mumbai City,Laterite,Rice,136.7,71.7,68.2,4.6,16.5,6.0,3.9,29.0,Heavy Rainfall,NPK 12:32:16
Palghar,Laterite,Rice,127.1,77.0,60.3,3.4,16.9,5.9,6.9,29.9,Post-Monsoon,NPK 12:32:16
Jalgaon,Black,Cotton,87.8,69.1,49.8,4.2,22.6,7.4,9.7,26.1,Monsoon,Complex Fertilizer
Dhule,Alluvial,Cotton,123.8,49.1,39.5,3.5,16.5,7.2,3.8,26.0,Post-Monsoon,NPK 19:19:19
Satara,Alluvial,Wheat,99.0,44.7,52.4,3.9,21.2,6.6,5.6,28.1,Pre-Monsoon,DAP
Gondia,Clay,Soybean,42.6,69.8,49.8,4.1,23.6,6.7,3.1,26.8,Monsoon,NPK 12:32:16
Osmanabad,Black,Sorghum,77.3,42.0,58.2,6.2,12.8,7.8,12.0,36.0,Post-Monsoon,Ammonium Sulphate
Hingoli,Black,Sorghum,75.5,41.7,46.3,4.1,21.8,7.4,15.3,30.6,Semi-Arid,Vermicompost
Sangli,Alluvial,Sugarcane,213.2,110.4,169.8,7.8,36.7,6.9,5.3,29.2,Pre-Monsoon,Urea
Solapur,Red,Cotton,136.6,68.3,46.5,3.8,20.3,6.8,4.8,27.6,Semi-Arid,NPK 19:19:19
Kolhapur,Red,Maize,134.4,78.5,47.9,3.2,20.3,5.9,7.5,30.7,Post-Monsoon,MOP
Jalna,Sandy,Bajra,88.3,40.1,57.5,2.8,12.9,6.2,12.2,28.6,Dry,Urea
Mumbai Suburban,Sandy,Vegetables,99.5,66.1,103.0,3.6,28.5,6.6,6.4,26.3,Humid,NPK 12:32:16
Buldhana,Black,Cotton,150.8,52.5,51.6,5.4,18.4,8.3,11.7,26.7,Winter,NPK 19:19:19
Dhule,Alluvial,Wheat,78.9,58.3,62.2,3.5,25.4,7.5,4.1,29.3,Monsoon,Urea
